Rating,sentiment,sentiment_score
5,NEGATIVE,0.9985170960426331
2,NEGATIVE,0.9992786049842834
4,POSITIVE,0.9769642949104309
2,NEGATIVE,0.9457764029502869
3,NEGATIVE,0.9994845390319824
4,POSITIVE,0.8520767092704773
3,POSITIVE,0.9993908405303955
4,POSITIVE,0.9981738328933716
5,POSITIVE,0.9922621250152588
3,NEGATIVE,0.9988697171211243
3,NEGATIVE,0.9967769980430603
3,NEGATIVE,0.9995965361595154
2,NEGATIVE,0.9949073195457458
2,NEGATIVE,0.7021243572235107
5,POSITIVE,0.999626874923706
1,NEGATIVE,0.9828197360038757
1,NEGATIVE,0.9990116357803345
1,NEGATIVE,0.9993434548377991
1,NEGATIVE,0.691478431224823
3,NEGATIVE,0.9979397654533386
1,NEGATIVE,0.9830652475357056
3,NEGATIVE,0.9988697171211243
1,NEGATIVE,0.9391372799873352
1,NEGATIVE,0.9995087385177612
1,NEGATIVE,0.9997926354408264
1,NEGATIVE,0.9875203371047974
1,NEGATIVE,0.9560542106628418
1,NEGATIVE,0.9964683055877686
1,NEGATIVE,0.9997236132621765
1,NEGATIVE,0.9993589520454407
1,POSITIVE,0.9415016174316406
1,NEGATIVE,0.999790608882904
1,NEGATIVE,0.9897719025611877
1,NEGATIVE,0.9734777808189392
1,NEGATIVE,0.9843059778213501
1,POSITIVE,0.9881183505058289
1,POSITIVE,0.8972017765045166
1,NEGATIVE,0.9997933506965637
4,POSITIVE,0.9769642949104309
3,POSITIVE,0.9993908405303955
1,NEGATIVE,0.9994354844093323
1,NEGATIVE,0.9988116025924683
2,NEGATIVE,0.9457764029502869
1,NEGATIVE,0.9648028612136841
1,NEGATIVE,0.999670147895813
5,POSITIVE,0.9922621250152588
1,NEGATIVE,0.9981746673583984
1,NEGATIVE,0.9890051484107971
2,NEGATIVE,0.9949073195457458
1,NEGATIVE,0.9979215264320374
1,POSITIVE,0.9704861640930176
1,NEGATIVE,0.9989029169082642
1,NEGATIVE,0.9979643821716309
1,NEGATIVE,0.9982258677482605
1,NEGATIVE,0.9946973323822021
1,NEGATIVE,0.9971907734870911
1,NEGATIVE,0.9834481477737427
2,NEGATIVE,0.7021243572235107
4,POSITIVE,0.9981738328933716
1,NEGATIVE,0.9916717410087585
1,POSITIVE,0.9792528748512268
1,NEGATIVE,0.9996973276138306
1,POSITIVE,0.6125177145004272
1,POSITIVE,0.9700449109077454
1,NEGATIVE,0.9991242289543152
1,NEGATIVE,0.9685161709785461
1,NEGATIVE,0.985345721244812
1,NEGATIVE,0.9953287839889526
3,NEGATIVE,0.9994845390319824
1,NEGATIVE,0.9997472167015076
1,NEGATIVE,0.9927476048469543
1,NEGATIVE,0.9962092638015747
1,NEGATIVE,0.9994632601737976
1,NEGATIVE,0.9996730089187622
3,NEGATIVE,0.9967769980430603
1,NEGATIVE,0.9968193769454956
1,POSITIVE,0.9163317084312439
1,NEGATIVE,0.9848083257675171
1,NEGATIVE,0.9868035912513733
1,NEGATIVE,0.998590886592865
1,NEGATIVE,0.9977430105209351
1,NEGATIVE,0.9880722761154175
1,NEGATIVE,0.9998039603233337
2,NEGATIVE,0.9860957264900208
1,NEGATIVE,0.9963145852088928
1,NEGATIVE,0.999687671661377
1,NEGATIVE,0.9963357448577881
1,POSITIVE,0.9662005305290222
1,NEGATIVE,0.9987637996673584
4,POSITIVE,0.8520767092704773
1,NEGATIVE,0.9712166786193848
1,NEGATIVE,0.9996635913848877
1,POSITIVE,0.9834654331207275
1,NEGATIVE,0.9860532879829407
